9, -118.2389418, 34.09033546, 319, 110, 110, 25, On
10, -118.326859, 34.09086282, 0, 110, 110, 25, On
11, -118.444075, 34.26661482, 45, 30, 30, 80,  On

1, -118.4337691, 34.25757908, 48, 30, 30, 60,  Off
2, -118.469572, 34.17923383, 80, 20, 20, 45,  Off
3, -118.456882, 34.06226084, 230, 80, 80, 40, On
4, -118.4450764, 34.11883455, 280, 60, 60, 35, On
5, -118.256407, 34.01080782, 86, 60, 60, 35, On
6, -118.553515, 34.2082228, 274, 60, 60, 35, On
7, -118.588705, 34.25720983, 357, 60, 60, 35, On
8, -118.1559274, 34.09753368, 83, 110, 110, 30, On
9, -118.2335664, 34.0863973, 328, 110, 110, 25, On
10, -118.336336, 34.09083583, 0, 110, 110, 25, On
11, -118.4337691, 34.25757908, 48, 30, 30, 60,  Off

1, -118.4242164, 34.24870184, 52, 30, 30, 40,  Off
2, -118.468132, 34.16888384, 116, 20, 20, 25,  On
3, -118.475692, 34.0860568, 255, 80, 80, 40, On
4, -118.442374, 34.12812282, 340, 60, 60, 35, On
5, -118.256038, 34.0157668, 60, 60, 60, 35, On
6, -118.554568, 34.22021083, 353, 60, 60, 35, On
7, -118.57102, 34.25639081, 2, 60, 60, 35, On
8, -118.1554, 34.10141081, 32, 110, 110, 30, On
9, -118.226293, 34.08256484, 338, 110, 110, 25, On
10, -118.341673, 34.09082683, 0, 110, 110, 25, On
11, -118.4242164, 34.24870184, 52, 30, 30, 40,  Off

1, -118.410505, 34.23380082, 21, 30, 30, 30,  On
2, -118.4720509, 34.1621009, 18, 30, 30, 30,  On
3, -118.482505, 34.11041081, 300, 80, 80, 40, On
4, -118.432708, 34.13170484, 10, 60, 60, 35, On
5, -118.2487409, 34.02643275, 53, 60, 60, 35, On
6, -118.5710418, 34.22196362, 0, 60, 60, 35, On
7, -118.551427, 34.25720983, 0, 60, 60, 35, On
8, -118.150504, 34.10402982, 89, 110, 110, 30, On
9, -118.223611, 34.08163783, 37, 110, 110, 25, On
10, -118.348711, 34.0908088, 0, 110, 110, 25, On
11, -118.410505, 34.23380082, 21, 30, 30, 30,  On

1, -118.390201, 34.2272938, 13, 50, 50, 30,  On
2, -118.458673, 34.15835384, 2, 60, 60, 30,  On
3, -118.47256, 34.1338648, 295, 60, 60, 40, On
4, -118.421206, 34.12960784, 357, 60, 60, 35, On
5, -118.243915, 34.0317958, 65, 60, 60, 35, On
6, -118.588327, 34.22201083, 250, 60, 60, 35, On
7, -118.536118, 34.25720083, 0, 60, 60, 35, On
8, -118.150468, 34.11230981, 2, 110, 110, 30, On
9, -118.2290446, 34.07814091, 50, 110, 110, 25, On
10, -118.361707, 34.0908088, 0, 110, 110, 25, On
11, -118.390201, 34.2272938, 13, 50, 50, 30,  On

1, -118.377313, 34.22470182, 10, 60, 60, 30,  On
2, -118.420297, 34.15667083, 6, 60, 60, 30,  On
3, -118.466107, 34.1533138, 210, 30, 30, 35, On
4, -118.4115409, 34.12911818, 20, 60, 60, 35, On
5, -118.24108, 34.03685383, 321, 60, 60, 35, On
6, -118.588318, 34.20819582, 0, 60, 60, 35, On
7, -118.536118, 34.27169984, 0, 60, 60, 35, On
8, -118.161403, 34.11211182, 358, 110, 110, 30, On
9, -118.232908, 34.07421284, 63, 110, 110, 25, On
10, -118.361707, 34.09700983, 8, 110, 110, 25, On
11, -118.377313, 34.22470182, 10, 60, 60, 30,  On

1, -118.359079, 34.22219084, 49, 60, 60, 30,  On
2, -118.403116, 34.1566348, 2, 60, 60, 30,  On
3, -118.492522, 34.16662483, 185, 80, 80, 40, On
4, -118.403008, 34.12520681, 35, 60, 60, 35, On
5, -118.246777, 34.04077782, 321, 60, 60, 35, On
6, -118.588318, 34.19369681, 0, 60, 60, 35, On
7, -118.503421, 34.27190683, 254, 60, 60, 35, On
8, -118.169296, 34.11230981, 23, 110, 110, 30, On
9, -118.23541, 34.07010881, 28, 110, 110, 25, On
10, -118.354012, 34.0979098, 0, 110, 110, 25, On
11, -118.359079, 34.22219084, 49, 60, 60, 30,  On

1, -118.34872, 34.21207482, 57, 60, 60, 30,  On
2, -118.381705, 34.15460981, 0, 60, 60, 30,  On
3, -118.535587, 34.1721778, 175, 80, 80, 40, On
4, -118.395106, 34.11960881, 345, 60, 60, 35, On
5, -118.253284, 34.04523282, 323, 60, 60, 35, On
6, -118.597318, 34.19369681, 358, 60, 60, 35, On
7, -118.50233, 34.25751182, 251, 60, 60, 35, On
8, -118.176802, 34.10960983, 16, 110, 110, 30, On
9, -118.241296, 34.06750783, 35, 110, 110, 25, On
10, -118.344112, 34.0979098, 0, 110, 110, 25, On
11, -118.34872, 34.21207482, 57, 60, 60, 30,  On

1, -118.33801, 34.19840383, 75, 60, 60, 30,  On
2, -118.348351, 34.15334083, 62, 60, 60, 30,  On
3, -118.581091, 34.16869484, 180, 80, 80, 40, On
4, -118.38275, 34.12257635, 40, 60, 60, 35, On
5, -118.259773, 34.04939083, 52, 60, 60, 35, On
6, -118.623319, 34.19439884, 359, 60, 60, 35, On
7, -118.5024673, 34.24301092, 359, 60, 60, 35, On
8, -118.182202, 34.10830482, 58, 110, 110, 30, On
9, -118.247506, 34.06380883, 46, 110, 110, 25, On
10, -118.3338064, 34.09798275, 0, 110, 110, 25, On
11, -118.33801, 34.19840383, 75, 60, 60, 30,  On

1, -118.33801, 34.19840383, 231, 60, 60, 30,  On
2, -118.341709, 34.14300883, 108, 60, 60, 30,  On
3, -118.605814, 34.1700088, 270, 40, 40, 40, On
4, -118.374505, 34.1147128, 45, 60, 60, 35, On
5, -118.263805, 34.04510683, 51, 60, 60, 35, On
6, -118.6439518, 34.19478729, 276, 60, 60, 35, On
7, -118.484881, 34.2427558, 0, 60, 60, 35, On
8, -118.186693, 34.10213083, 66, 110, 110, 30, On
9, -118.252996, 34.05908382, 50, 110, 110, 25, On
10, -118.32541, 34.09794583, 0, 110, 110, 25, On
11, -118.33801, 34.19840383, 231, 60, 60, 30,  On

1, -118.34872, 34.21207482, 230, 60, 60, 30,  On
2, -118.347415, 34.12828484, 58, 60, 60, 30,  On
3, -118.605814, 34.1865958, 270, 80, 80, 40, On
4, -118.367206, 34.10581183, 20, 60, 60, 35, On
5, -118.268017, 34.04067882, 329, 60, 60, 35, On
6, -118.642957, 34.18629881, 0, 60, 60, 35, On
7, -118.458502, 34.24268384, 0, 60, 60, 35, On
8, -118.1903327, 34.09534909, 297, 110, 110, 30, On
9, -118.25602, 34.05609584, 47, 110, 110, 25, On
10, -118.316104, 34.09798181, 0, 110, 110, 25, On
11, -118.34872, 34.21207482, 230, 60, 60, 30,  On

1, -118.359079, 34.22219084, 193, 60, 60, 30,  On
2, -118.335805, 34.1128048, 58, 60, 60, 30,  On
3, -118.608028, 34.20820481, 270, 80, 80, 40, On
4, -118.356397, 34.10147382, 20, 60, 60, 35, On
5, -118.261177, 34.03714183, 332, 60, 60, 35, On
6, -118.623319, 34.18639781, 0, 60, 60, 35, On
7, -118.444903, 34.24260283, 0, 60, 60, 35, On
8, -118.187908, 34.09131283, 297, 110, 110, 30, On
9, -118.263031, 34.04971481, 47, 110, 110, 25, On
10, -118.307212, 34.09799981, 0, 110, 110, 25, On
11, -118.359079, 34.22219084, 193, 60, 60, 30,  On

1, -118.377313, 34.22470182, 196, 60, 60, 30,  On
2, -118.335805, 34.1128048, 238, 60, 60, 30,  On
3, -118.608028, 34.20820481, 90, 80, 80, 40, On
4, -118.356397, 34.10147382, 200, 60, 60, 35, On
5, -118.261177, 34.03714183, 332, 60, 60, 35, On
6, -118.623319, 34.18639781, 0, 60, 60, 35, On
7, -118.444903, 34.24260283, 0, 60, 60, 35, On
8, -118.193821, 34.07633682, 297, 110, 110, 30, On
9, -118.263031, 34.04971481, 47, 110, 110, 25, On
10, -118.307212, 34.09799981, 0, 110, 110, 25, On
11, -118.377313, 34.22470182, 196, 60, 60, 30,  On

1, -118.390201, 34.2272938, 195, 60, 60, 30,  On
2, -118.347415, 34.12828484, 288, 60, 60, 30,  On
3, -118.605814, 34.1865958, 90, 80, 80, 40, On
4, -118.367206, 34.10581183, 230, 60, 60, 35, On
5, -118.268017, 34.04067882, 329, 60, 60, 35, On
6, -118.642957, 34.18629881, 0, 60, 60, 35, On
7, -118.458502, 34.24268384, 0, 60, 60, 35, On
8, -118.193704, 34.0796128, 297, 110, 110, 30, On
9, -118.25602, 34.05609584, 47, 110, 110, 25, On
10, -118.316104, 34.09798181, 0, 110, 110, 25, On
11, -118.390201, 34.2272938, 195, 60, 60, 30,  On

1, -118.410505, 34.23380082, 228, 60, 60, 30,  On
2, -118.341709, 34.14300883, 252, 60, 60, 30,  On
3, -118.605814, 34.1700088, 0, 40, 40, 40, On
4, -118.374505, 34.1147128, 230, 60, 60, 35, On
5, -118.263805, 34.04510683, 51, 60, 60, 35, On
6, -118.6439518, 34.19478729, 276, 60, 60, 35, On
7, -118.484881, 34.2427558, 0, 60, 60, 35, On
8, -118.1914527, 34.08239274, 66, 110, 110, 30, On
9, -118.252996, 34.05908382, 50, 110, 110, 25, On
10, -118.32541, 34.09794583, 0, 110, 110, 25, On
11, -118.410505, 34.23380082, 228, 60, 60, 30,  On

1, -118.4242164, 34.24870184, 225, 60, 60, 30,  On
2, -118.348351, 34.15334083, 186, 60, 60, 30,  On
3, -118.581091, 34.16869484, 0, 80, 80, 40, On
4, -118.38275, 34.12257635, 170, 60, 60, 35, On
5, -118.259773, 34.04939083, 52, 60, 60, 35, On
6, -118.623319, 34.19439884, 359, 60, 60, 35, On
7, -118.5024673, 34.24301092, 359, 60, 60, 35, On
8, -118.1903327, 34.09534909, 58, 110, 110, 30, On
9, -118.247506, 34.06380883, 46, 110, 110, 25, On
10, -118.3338064, 34.09798275, 0, 110, 110, 25, On
11, -118.4242164, 34.24870184, 225, 60, 60, 30,  On

1, -118.4337691, 34.25757908, 222, 60, 60, 30,  On
2, -118.381705, 34.15460981, 186, 60, 60, 30,  On
3, -118.535587, 34.1721778, 10, 80, 80, 40, On
4, -118.395106, 34.11960881, 220, 60, 60, 35, On
5, -118.253284, 34.04523282, 323, 60, 60, 35, On
6, -118.597318, 34.19369681, 358, 60, 60, 35, On
7, -118.50233, 34.25751182, 251, 60, 60, 35, On
8, -118.187908, 34.09131283, 16, 110, 110, 30, On
9, -118.241296, 34.06750783, 35, 110, 110, 25, On
10, -118.344112, 34.0979098, 0, 110, 110, 25, On
11, -118.4337691, 34.25757908, 222, 60, 60, 30,  On

1, -118.444075, 34.26661482, 345, 60, 60, 30,  On
2, -118.403116, 34.1566348, 186, 60, 60, 30,  On
3, -118.492522, 34.16662483, 25, 80, 80, 40, On
4, -118.403008, 34.12520681, 210, 60, 60, 35, On
5, -118.246777, 34.04077782, 321, 60, 60, 35, On
6, -118.588318, 34.19369681, 0, 60, 60, 35, On
7, -118.503421, 34.27190683, 254, 60, 60, 35, On
8, -118.187404, 34.08620982, 23, 110, 110, 30, On
9, -118.23541, 34.07010881, 28, 110, 110, 25, On
10, -118.354012, 34.0979098, 0, 110, 110, 25, On
11, -118.444075, 34.26661482, 345, 60, 60, 30,  On

1, -118.427605, 34.27269882, 323, 60, 60, 30,  On
2, -118.420297, 34.15667083, 186, 60, 60, 30,  On
3, -118.466107, 34.1533138, 105, 40, 40, 40, On
4, -118.4115409, 34.12911818, 185, 60, 60, 35, On
5, -118.24108, 34.03685383, 321, 60, 60, 35, On
6, -118.588318, 34.20819582, 0, 100, 100, 50, On
7, -118.536118, 34.27169984, 0, 60, 60, 35, On
8, -118.186693, 34.10213083, 358, 110, 110, 30, On
9, -118.232908, 34.07421284, 63, 110, 110, 25, On
10, -118.361707, 34.09700983, 8, 110, 110, 25, On
11, -118.427605, 34.27269882, 323, 60, 60, 30,  On

1, -118.415428, 34.28261684, 10, 60, 60, 30,  On
2, -118.458673, 34.15835384, 190, 60, 60, 30,  On
3, -118.47256, 34.1338648, 115, 80, 80, 40, On
4, -118.421206, 34.12960784, 190, 60, 60, 35, On
5, -118.243915, 34.0317958, 65, 60, 60, 35, On
6, -118.588327, 34.22201083, 250, 125, 125, 65, On
7, -118.536118, 34.25720083, 0, 60, 60, 35, On
8, -118.182427, 34.08590383, 2, 110, 110, 30, On
9, -118.2290446, 34.07814091, 50, 130, 130, 25, On
10, -118.361707, 34.0908088, 0, 110, 110, 25, On
11, -118.415428, 34.28261684, 10, 60, 60, 30,  On

1, -118.395538, 34.28039381, 15, 60, 60, 30,  On
2, -118.4720509, 34.1621009, 300, 60, 60, 30,  On
3, -118.482505, 34.11041081, 74, 80, 80, 40, On
4, -118.432708, 34.13170484, 160, 60, 60, 35, On
5, -118.2487409, 34.02643275, 53, 60, 60, 35, On
6, -118.5710418, 34.22196362, 0, 80, 80, 50, On
7, -118.551427, 34.25720983, 0, 60, 60, 35, On
8, -118.182202, 34.10830482, 89, 110, 110, 30, On
9, -118.223611, 34.08163783, 37, 140, 140, 50, On
10, -118.348711, 34.0908088, 0, 110, 110, 25, On
11, -118.395538, 34.28039381, 15, 60, 60, 30,  On

1, -118.3682609, 34.2732991, 15, 60, 60, 30,  On
2, -118.468132, 34.16888384, 265, 60, 60, 30,  On
3, -118.475692, 34.0860568, 55, 80, 80, 40, On
4, -118.442374, 34.12812282, 100, 80, 80, 35, On
5, -118.256038, 34.0157668, 60, 60, 60, 35, On
6, -118.554568, 34.22021083, 353, 60, 60, 35, On
7, -118.57102, 34.25639081, 2, 60, 60, 35, On
8, -118.176901, 34.08669581, 32, 110, 110, 30, On
9, -118.226293, 34.08256484, 338, 150, 150, 70, On
10, -118.341673, 34.09082683, 0, 110, 110, 25, On
11, -118.3682609, 34.2732991, 15, 60, 60, 30,  On

1, -118.333006, 34.26510282, 70, 60, 60, 30,  On
2, -118.469572, 34.17923383, 240, 60, 60, 30,  On
3, -118.456882, 34.06226084, 55, 80, 80, 40, On
4, -118.4450764, 34.11883455, 100, 100, 100, 35, On
5, -118.256407, 34.01080782, 86, 60, 60, 35, On
6, -118.553515, 34.2082228, 274, 60, 60, 35, On
7, -118.588705, 34.25720983, 257, 60, 60, 35, On
8, -118.176802, 34.10960983, 83, 110, 110, 30, On
9, -118.2335664, 34.0863973, 328, 110, 110, 40, On
10, -118.336336, 34.09083583, 0, 110, 110, 25, On
11, -118.333006, 34.26510282, 70, 60, 60, 30,  On

1, -118.323907, 34.24433981, 30, 60, 60, 30,  On
2, -118.474306, 34.18693782, 277, 60, 60, 30,  On
3, -118.431673, 34.03202983, 0, 80, 80, 40, On
4, -118.446712, 34.1091058, 70, 125, 125, 45, On
5, -118.265218, 34.01100581, 359, 60, 60, 35, On
6, -118.552417, 34.19379581, 274, 60, 60, 35, On
7, -118.588516, 34.24250383, 251, 60, 60, 35, On
8, -118.17016, 34.0893778, 47, 130, 130, 50, On
9, -118.2389418, 34.09033546, 319, 110, 110, 25, On
10, -118.326859, 34.09086282, 0, 110, 110, 25, On
11, -118.323907, 34.24433981, 30, 60, 60, 30,  On

1, -118.302838, 34.23263083, 5, 60, 60, 30,  On
2, -118.474315, 34.1975128, 280, 60, 60, 30,  On
3, -118.39093, 34.03121081, 0, 80, 80, 40, On
4, -118.443661, 34.09966483, 65, 90, 90, 35, On
5, -118.273822, 34.01100581, 0, 60, 60, 35, On
6, -118.536037, 34.1938048, 0, 60, 60, 35, On
7, -118.571461, 34.24260283, 0, 60, 60, 35, On
8, -118.169296, 34.11230981, 40, 130, 130, 70, On
9, -118.24225, 34.09345273, 312, 110, 110, 25, On
10, -118.319308, 34.09088081, 0, 110, 110, 25, On
11, -118.302838, 34.23263083, 5, 60, 60, 30,  On

1, -118.266208, 34.23029981, 5, 30, 30, 30,  On
2, -118.473067, 34.20636369, 270, 60, 60, 30,  On
3, -118.354912, 34.03423482, 359, 80, 80, 40, On
4, -118.438207, 34.0904128, 70, 60, 60, 35, On
5, -118.273858, 34.00380581, 251, 100, 100, 55, On
6, -118.535956, 34.20830381, 90, 60, 60, 35, On
7, -118.553515, 34.24260283, 0, 60, 60, 35, On
8, -118.165102, 34.0905118, 15, 110, 110, 30, On
9, -118.246597, 34.09834182, 307, 110, 110, 25, On
10, -118.309408, 34.0908988, 0, 110, 110, 25, On
11, -118.266208, 34.23029981, 5, 30, 30, 30,  On

2, -118.473037, 34.21911281, 270, 60, 60, 30,  On
3, -118.309012, 34.03790683, 0, 80, 80, 40, On
4, -118.434805, 34.08241182, 10, 60, 60, 35, On
5, -118.27395, 33.9942118, 251, 120, 120, 65, On
6, -118.53278, 34.22079818, 78, 60, 60, 35, On
7, -118.554586, 34.23530383, 257, 60, 60, 35, On
8, -118.161403, 34.11211182, 25, 110, 110, 30, On
9, -118.2509109, 34.10113271, 322, 110, 110, 25, On
10, -118.302712, 34.09090784, 0, 110, 110, 25, On

2, -118.473037, 34.24270183, 270, 80, 80, 35,  On
3, -118.274011, 34.03826684, 100, 40, 40, 40, On
4, -118.425805, 34.08080982, 10, 60, 60, 35, On
5, -118.273894, 33.98230484, 251, 130, 130, 75, On
6, -118.502404, 34.22005781, 358, 60, 60, 35, On
7, -118.5275664, 34.23550639, 0, 60, 60, 35, On
8, -118.1593491, 34.0944682, 10, 110, 110, 30, On
9, -118.254508, 34.09460684, 65, 110, 110, 25, On
10, -118.291912, 34.09090784, 0, 110, 110, 25, On

2, -118.47193, 34.25720083, 270, 60, 60, 30,  On
3, -118.278907, 34.01851181, 95, 80, 80, 40, On
4, -118.41559, 34.07938782, 330, 40, 40, 35, On
5, -118.273885, 33.9747088, 250, 80, 80, 48, On
6, -118.501117, 34.20950083, 276, 60, 60, 35, On
7, -118.5068746, 34.23715365, 5, 40, 40, 35, On
8, -118.1559274, 34.09753368, 356, 110, 110, 30, On
9, -118.259206, 34.08990882, 50, 80, 80, 25, On
10, -118.2917173, 34.08359998, 252, 80, 80, 25, On

2, -118.472135, 34.26845555, 280, 60, 60, 30,  On
3, -118.281706, 33.98909081, 88, 100, 100, 70, On
4, -118.406428, 34.08600283, 350, 40, 40, 30, On
5, -118.265173, 33.9747088, 0, 60, 60, 35, On
6, -118.5011236, 34.1920018, 90, 40, 40, 35, On
7, -118.484971, 34.23540282, 355, 40, 40, 35, On
8, -118.1554, 34.10141081, 48, 80, 80, 30, On
9, -118.260079, 34.0831228, 83, 60, 60, 25, On
10, -118.291876, 34.07650783, 88, 60, 60, 25, On

2, -118.470814, 34.2754708, 280, 40, 40, 30,  On
3, -118.280761, 33.9671128, 85, 60, 60, 40, On
4, -118.395358, 34.0887208, 350, 30, 30, 25, On
5, -118.251412, 33.9747088, 0, 40, 40, 35, Off
6, -118.5009169, 34.18072392, 271, 40, 40, 30, On
7, -118.460905, 34.2353668, 0, 30, 30, 25, On
8, -118.150504, 34.10402982, 56, 60, 60, 30, On
9, -118.263562, 34.07766882, 62, 40, 40, 25, On
10, -118.291813, 34.06914581, 251, 40, 40, 25, On

2, -118.468564, 34.2866668, 280, 20, 20, 20,  Off
3, -118.279789, 33.93919482, 88, 30, 30, 30, Off
4, -118.382065, 34.09133082, 350, 20, 20, 25, Off
5, -118.240711, 33.9746998, 0, 20, 20, 25, Off
6, -118.501117, 34.16580581, 89, 30, 30, 25, Off
7, -118.435066, 34.23540282, 0, 20, 20, 20, Off
8, -118.150468, 34.11230981, 88, 40, 40, 30, Off
9, -118.267036, 34.0720168, 63, 40, 40, 25, Off
10, -118.291759, 34.06200883, 251, 20, 20, 25, Off


